0,9,855,162,44,46
0,9,1952,327,67,72
0,9,122,46,16,15
0,2,255,66,22,12
0,2,109,51,7,20
0,20,758,130,20,48
0,25,868,125,26,40
0,27,472,92,34,17
0,29,2183,255,50,76
0,3,152,70,32,7
0,30,2614,242,71,45
0,30,1284,151,34,43
0,30,1292,149,34,43
0,5,1177,185,35,55
0,7,572,111,17,40
0,7,424,110,13,43
0,7,458,103,14,38
0,7,540,93,27,22
0,11,458,86,23,23
0,18,1096,150,27,53
0,2,39,32,5,12
0,2,998,138,37,38
0,26,2314,245,36,88
0,30,2101,217,48,57
0,30,1042,134,29,41
0,30,972,128,28,38
0,35,2174,187,53,46
0,4,1558,280,47,94
0,5,109,50,13,12
0,5,155,60,8,23
0,6,719,211,23,85
0,6,461,93,29,20
0,8,850,129,23,44
0,12,546,97,35,21
0,2,72,41,7,15
0,2,463,90,32,17
0,2,1219,212,20,91
0,26,1938,241,28,99
0,30,1863,413,36,102
0,4,915,134,37,34
0,40,1139,137,52,44
0,40,1126,135,52,43
0,40,1025,130,49,43
0,40,1033,130,49,43
0,5,54,31,10,5
0,5,63,32,12,7
0,5,778,121,23,41
0,5,792,122,23,41
0,2,173,55,19,9
0,2,448,96,14,34
0,22,2084,269,75,38
0,25,780,114,24,32
0,28,1993,184,37,54
0,30,1627,234,52,53
0,31,890,122,27,34
0,32,1514,241,49,51
0,5,1224,144,45,36
0,6,178,54,14,14
0,6,195,57,13,17
0,2,432,179,54,32
0,2,647,125,14,46
0,2,456,130,17,46
0,21,1186,164,38,43
0,22,1166,206,65,29
0,22,1156,201,66,27
0,28,704,107,24,29
0,28,553,94,26,22
0,3,270,85,17,26
0,3,334,93,21,27
0,30,1021,143,50,24
0,32,1360,228,64,34
0,32,1296,173,30,46
0,35,891,162,14,64
0,4,498,109,26,29
0,4,1285,216,36,64
0,13,854,161,14,64
0,2,285,90,8,35
0,2,65,46,4,19
0,33,670,122,50,14
0,33,686,125,51,14
0,37,539,94,29,20
0,41,1638,174,30,56
0,7,194,59,10,19
0,7,205,60,12,19
0,1,706,133,43,25
0,21,1086,142,29,46
0,30,3297,223,73,57
0,32,1570,190,55,43
0,33,2689,278,64,55
0,39,2288,191,43,64
0,2,2215,378,78,83
0,2,105,47,19,6
0,31,1754,270,42,70
0,4,465,101,16,37
0,4,456,100,16,36
0,4,138,47,14,11
0,4,146,48,14,12
0,4,90,40,14,7
0,4,85,37,13,8
0,4,405,72,24,22
0,6,1876,252,27,104
0,6,2053,257,30,104
0,6,1615,201,28,77
0,21,1384,205,34,61
0,28,1191,144,34,46
0,28,1063,135,30,44
0,3,928,137,55,19
0,5,2345,209,46,62
0,1,683,107,26,32
0,1,362,97,24,26
0,1,2130,193,59,44
0,10,93,45,19,6
0,10,126,60,28,6
0,10,94,45,19,7
0,10,162,73,27,11
0,12,1203,219,21,92
0,12,430,99,15,37
0,12,860,205,18,89
0,12,1466,316,47,93
0,18,1450,190,60,34
0,18,1763,246,43,50
0,2,31,23,8,4
0,2,191,71,8,28
0,2,158,81,38,6
0,20,1608,182,27,64
0,24,1355,148,38,42
0,28,1148,139,31,46
0,3,521,118,30,38
0,5,79,37,7,11
0,5,79,37,7,11
0,5,1024,156,24,52
0,5,1138,191,28,68
0,10,224,87,7,35
0,12,304,98,9,40
0,2,285,98,8,39
0,20,659,103,26,26
0,24,1005,137,23,45
0,27,1483,198,51,45
0,28,1260,174,46,41
0,3,633,101,26,25
0,4,721,125,17,44
0,5,1492,265,53,49
0,10,1093,160,66,17
0,2,307,87,37,8
0,30,1971,271,60,68
0,30,1979,259,57,68
0,1,740,108,28,27
0,45,2005,182,41,51
0,1,1527,166,59,26
0,45,2280,183,65,54
0,50,1561,149,46,36
0,71,2450,211,53,72
0,20,1639,169,56,35
0,24,2103,190,70,45
0,37,1507,189,34,56
0,4,2203,228,80,53
0,5,81,63,27,7
0,5,9212,830,127,103
0,2,1006,136,23,43
0,20,2100,290,102,53
0,21,2244,185,53,46
0,2,59,38,16,4
0,2,140,48,15,9
0,2,382,94,12,35
0,2,58,35,5,12
0,2,67,39,16,4
0,2,72,37,6,12
0,39,1914,187,33,61
0,4,758,110,29,27
0,4,705,132,16,49
0,53,2751,211,58,50
0,7,5654,518,86,114
0,2,15044,516,198,96
0,2,47,27,7,7
0,2,31,23,5,7
0,2,29,23,8,4
0,2,29,23,8,4
0,2,228,70,14,23
0,65,2181,186,50,48
0,2,167,57,10,20
0,2,156,56,9,20
0,2,133,109,52,7
0,58,2430,197,55,49
0,68,2147,198,66,67
0,20,1936,182,59,37
0,4,729,135,58,21
0,4,231,79,10,31
0,4,1973,185,37,56
0,4,1921,179,40,57
0,5,562,118,21,38
0,5,619,123,23,39
0,5,371,102,17,33
0,2,296,70,15,20
0,4,1876,174,42,45
0,4,1477,157,35,44
0,4,1277,159,27,54
0,4,1283,158,27,54
0,4,1394,160,28,52
0,4,1288,157,27,52
0,21,973,148,23,55
0,26,2520,316,38,99
0,3,1413,228,25,95
0,35,2263,233,100,26
0,38,1592,188,30,79
0,41,1391,176,44,49
0,45,2485,191,57,46
0,8,800,124,31,31
0,18,2117,184,67,63
0,2,556,243,40,86
0,2,1587,182,68,30
0,29,2827,288,58,95
0,43,1108,179,23,71
0,45,2060,173,46,48
0,2,977,128,37,41
0,29,1606,237,38,65
0,29,930,159,44,39
0,29,1233,169,52,38
0,4,880,216,60,37
